asin,title,author,author_asin,narrator,publication_datetime,release_date,publisher_name,length,category,mp3_excerpt,overall_rating,overall_num_ratings,performance_rating,performance_num_ratings,story_rating,story_num_ratings,num_reviews,price,series_asin,series_name
B07949N82F,Vietnam Saga: Exploits of a Combat Helicopter Pilot,Stan Corvin Jr.,,Jim Seybert,2018-01-22T14:47:00Z,2018-01-22,Southwestern Legacy Press,507,Biographies & Memoirs,https://samples.audible.com/bk/acx0/105982/bk_acx0_105982_sample.mp3,4.9,202,4.9,184,4.9,182,30,19.95,,
B00EFE296U,Big Sky Wedding,Linda Lael Miller,B000AQ07X4,Jack Garrett,2013-08-27T07:00:00Z,2013-08-27,Recorded Books,604,Romance,https://samples.audible.com/bk/reco/007085/bk_reco_007085_sample.mp3,4.5,336,4.7,309,4.5,309,7,21.49,B00AQ2DI1K,"Parable, Montana"
B01GQSRBM4,Lawton,Sabrina Stark,B00HHMYDMA,Connor Brown,2016-06-08T10:16:00Z,2016-06-08,Sabrina Stark,552,Romance,https://samples.audible.com/bk/acx0/060809/bk_acx0_060809_sample.mp3,4.3,134,4.4,124,4.3,125,6,19.95,B00L2K1PXI,Unbelonging
B002V1BZB4,The Age of Lincoln,Orville Vernon Burton,B001HP1GGE,Richard Mock,2019-04-16T23:55:00Z,2019-04-16,"Blackstone Audio, Inc.",898,History,https://samples.audible.com/bk/blak/002287/bk_blak_002287_sample.mp3,3.9,39,4.2,14,4.3,15,5,18.06,,
B078SC2VL3,Cursed: Beloved,X. Aratare,B007MDAQ9S,Michael Pauley,2018-01-05T14:42:00Z,2018-01-05,Raythe Reign Publishing,557,Erotica,https://samples.audible.com/bk/acx0/104766/bk_acx0_104766_sample.mp3,4.7,248,4.8,224,4.7,224,16,19.95,B078T33KP9,Cursed
B076X6SC7N,Begin Again,Mona Kasten,B00OJCQ7XE,Jennifer Woodward,2017-11-14T00:00:00Z,2017-11-14,Lübbe Audio,539,Romance,https://samples.audible.com/bk/lueb/002497/bk_lueb_002497_sample.mp3,4.1,25,4.0,21,4.0,21,4,18.45,,
B00D7LQD0A,American Ideals: Founding a 'Republic of Virtue',"The Great Courses,Daniel N. Robinson","B06XPWVHFB,B001HOILPE",Daniel N. Robinson,2013-07-08T07:00:00Z,2013-07-08,The Great Courses,367,History,https://samples.audible.com/bk/tcco/000022/bk_tcco_000022_sample.mp3,4.7,214,4.7,195,4.7,192,23,14.95,B00DN9BP86,The Great Courses: Intellectual History
B01N6HR5CB,The Journey of a Lifetime,Larry L. Booker,B00GOK4LEG,Jason Skarda,2016-12-20T10:33:00Z,2016-12-20,Larry L. Booker,756,Biographies & Memoirs,https://samples.audible.com/bk/acx0/075647/bk_acx0_075647_sample.mp3,4.9,106,4.9,95,5.0,93,31,24.95,,
B002VA8UNG,The Turnaround Kid,Steve Miller,,Dick Hill,2008-02-19T10:36:00Z,2008-02-19,Tantor Audio,623,Biographies & Memoirs,https://samples.audible.com/bk/tant/000590/bk_tant_000590_sample.mp3,4.0,61,4.3,26,4.1,27,2,17.19,,
B002V8NATC,From Colonies to Country,Joy Hakim,,Christina Moore,2005-02-07T11:22:00Z,2005-02-07,Recorded Books,401,History,https://samples.audible.com/bk/reco/000511/bk_reco_000511_sample.mp3,4.2,147,4.5,87,4.3,87,10,17.19,,
B07L9J5PF9,Fate and Kink: The Duology,Nikki Sex,B00A43DNV6,Guillaume Dubois,2018-12-14T13:59:00Z,2018-12-14,Ashton Publishing Group,1200,Erotica,https://samples.audible.com/bk/acx0/136490/bk_acx0_136490_sample.mp3,4.1,54,4.1,49,4.1,50,28,24.95,,
B00B5HIEC8,You're Still the One,Debbi Rawlins,B001HMORLS,Montana Chase,2013-02-01T08:00:00Z,2013-02-01,Harlequin Books S.A.,458,Romance,https://samples.audible.com/bk/harl/001254/bk_harl_001254_sample.mp3,4.2,43,4.1,39,4.3,37,1,17.95,B01EIKTA6C,Made in Montana
B002VA9N32,My Father's Secret War,Lucinda Franks,B001HPJM4M,Joyce Bean,2007-04-02T14:54:00Z,2007-04-02,Tantor Audio,724,Biographies & Memoirs,https://samples.audible.com/bk/tant/000391/bk_tant_000391_sample.mp3,3.7,51,3.5,17,3.5,17,5,,,
B00BXMHPMU,The Teacher's Billionaire,Christina Tetreault,B007ME3F0E,The Killion Group,2013-03-21T13:21:00Z,2013-03-21,Christina Tetreault,360,Romance,https://samples.audible.com/bk/acx0/005696/bk_acx0_005696_sample.mp3,4.0,113,3.6,98,4.0,100,11,19.95,B00BY6R1YW,The Sherbrookes of Newport
0008267545,Ed Sheeran,Sean Smith,B001JSD6OY,James Parsons,2018-11-15T08:00:00Z,2018-11-15,HarperCollins Publishers Limited,449,Biographies & Memoirs,https://samples.audible.com/bk/hcuk/004233/bk_hcuk_004233_sample.mp3,3.6,5,3.0,3,3.0,3,0,23.22,,
B010BQTK12,Italian Lessons,Joan L. Arndt,,Madonna Lucey,2015-06-25T16:21:00Z,2015-06-25,Joan L. Arndt,913,Biographies & Memoirs,https://samples.audible.com/bk/acx0/038175/bk_acx0_038175_sample.mp3,3.6,8,3.7,6,3.7,6,2,24.95,,
B07Q25TQ9J,Where the Light Enters,Jill Biden,B007IC0530,Jill Biden,2019-05-07T07:00:00Z,2019-05-07,Audible Studios,404,Biographies & Memoirs,https://samples.audible.com/bk/adbl/052316/bk_adbl_052316_sample.mp3,4.8,986,4.8,853,4.8,848,117,29.9,,
B0763V9N9V,Our Forever,Elena Matthews,B00JH9VFAO,Skylar Summers,2017-10-04T10:51:00Z,2017-10-04,Elena Matthews,616,Romance,https://samples.audible.com/bk/acx0/097707/bk_acx0_097707_sample.mp3,4.1,22,4.3,22,4.2,22,4,24.95,,
B008HRGRBO,Taming Mad Max,Theresa Ragan,,Abby Craden,2012-07-09T22:29:05Z,2012-07-09,Audible Studios,526,Romance,https://samples.audible.com/bk/adbl/004670/bk_adbl_004670_sample.mp3,4.0,100,4.0,89,4.0,91,6,19.95,,
B002V8HMVE,Coming Out of the Ice,Victor Herman,B001KDXPYE,Christopher Hurt,2009-04-09T15:53:00Z,2009-04-09,"Blackstone Audio, Inc.",828,Biographies & Memoirs,https://samples.audible.com/bk/blak/003105/bk_blak_003105_sample.mp3,4.9,370,4.9,321,4.9,320,55,19.46,,
B0040H3FPQ,The Great Fire of Rome,Stephen Dando-Collins,B001ILFLWW,John Lescault,2010-09-07T05:00:00Z,2010-09-07,"Blackstone Audio, Inc.",537,History,https://samples.audible.com/bk/blak/003938/bk_blak_003938_sample.mp3,4.2,47,4.2,33,4.0,33,7,15.56,,
B00B72JU9M,Northern Rebel,Jennifer LaBrecque,,Alex Barrett,2013-05-01T13:03:59Z,2013-05-01,"Harlequin Enterprises, Ltd.",422,Romance,https://samples.audible.com/bk/harq/130502/bk_harq_130502_sample.mp3,2.8,18,1.7,15,3.6,16,10,17.95,,
B008J4MGI8,Where the Heart Lies,Michelle Garren Flye,B006QG88WY,Kate Udall,2012-07-16T05:00:00Z,2012-07-16,Carina Press,625,Romance,https://samples.audible.com/bk/harl/000980/bk_harl_000980_sample.mp3,3.8,13,4.0,11,3.9,11,1,24.95,,
B00EDQSE4Q,The Secret Millionaire,Joe Johnson,,Drew Campbell,2013-08-08T17:45:00Z,2013-08-08,Prospero Media,393,Biographies & Memoirs,https://samples.audible.com/bk/pros/000040/bk_pros_000040_sample.mp3,4.0,4,4.0,4,3.8,4,0,10.89,,
B00DW81UJM,Half Moon Hill,Toni Blake,B001HCYW22,Jennifer Bradshaw,2013-07-30T07:00:00Z,2013-07-30,HarperAudio,808,Romance,https://samples.audible.com/bk/harp/003545/bk_harp_003545_sample.mp3,4.0,8,4.1,7,4.0,7,0,25.19,B09TTWFXCG,Destiny
B00B3YVDGM,"Mean Streets, Kind Heart",Sue Williams,,Kate Hood,2013-01-23T02:43:00Z,2013-01-23,Bolinda Publishing Pty Ltd ,637,Biographies & Memoirs,https://samples.audible.com/bk/boli/001686/bk_boli_001686_sample.mp3,4.0,1,3.0,1,5.0,1,0,17.47,,
B00BR34SU2,Tragedy at Dieppe,Mark Zuehlke,B001HO8UPA,John Wray,2013-03-22T08:00:00Z,2013-03-22,Audible Studios,782,History,https://samples.audible.com/bk/adbl/010580/bk_adbl_010580_sample.mp3,4.5,25,4.3,23,4.7,23,4,29.95,,
B00YY8L9GS,Georgette Heyer,Jennifer Kloester,B001KDTKK2,Phyllida Nash,2015-06-08T11:31:00Z,2015-06-08,Bolinda audio,879,Biographies & Memoirs,https://samples.audible.com/bk/boli/002470/bk_boli_002470_sample.mp3,4.5,71,4.8,60,4.5,59,7,19.49,,
B017J1WN98,The Battle of the Atlantic,Jonathan Dimbleby,B00KZJDV48,Jonathan Dimbleby,2015-11-05T08:00:00Z,2015-11-05,Penguin Audio,1243,History,https://samples.audible.com/bk/pauk/000685/bk_pauk_000685_sample.mp3,4.3,18,4.3,18,4.4,18,6,21.78,,
B002V0LURO,The Modern Scholar,Prof. Michael Drout,,Prof. Michael Drout,2009-09-22T00:00:00Z,2009-09-22,Recorded Books,494,History,https://samples.audible.com/bk/reco/003370/bk_reco_003370_sample.mp3,4.5,337,4.6,239,4.6,231,15,17.19,,
B017J9HNEU,A History of Eastern Europe,"Vejas Gabriel Liulevicius,The Great Courses","B001HD1ME2,B06XPWVHFB",Vejas Gabriel Liulevicius,2015-11-13T08:00:00Z,2015-11-13,The Great Courses,724,History,https://samples.audible.com/bk/tcco/000422/bk_tcco_000422_sample.mp3,4.7,1852,4.8,1646,4.7,1633,156,33.9,B00DN96TYG,The Great Courses: Modern History
B06Y5114C7,American Heritage History of World War II,"Stephen E. Ambrose,C. L. Sulzberger","B000APWZPI,",John Pruden,2017-04-18T07:00:00Z,2017-04-18,"HighBridge, a Division of Recorded Books",623,History,https://samples.audible.com/bk/high/001274/bk_high_001274_sample.mp3,4.7,119,4.8,106,4.8,106,13,30.09,,
B01KG96X0A,Fort Reno and the Indian Territory Frontier,Stan Hoig,B001JS9ISW,John Badila,2016-08-17T13:01:00Z,2016-08-17,University Press Audiobooks,514,History,https://samples.audible.com/bk/acx0/066021/bk_acx0_066021_sample.mp3,4.7,3,4.0,3,4.7,3,0,19.95,,
B00DHLL48G,Science in the Twentieth Century: A Social-Intellectual Survey,"Steven L. Goldman,The Great Courses",",B06XPWVHFB",Steven L. Goldman,2013-07-08T07:00:00Z,2013-07-08,The Great Courses,1064,Science & Engineering,https://samples.audible.com/bk/tcco/000262/bk_tcco_000262_sample.mp3,4.7,254,4.7,227,4.7,223,21,41.95,B00DN7N09A,The Great Courses: History of Science
B002UZZ7NI,Dinner at Mr. Jefferson's,Charles Cerami,B001JS4YJK,William Dufris,2008-08-06T10:02:00Z,2008-08-06,"Blackstone Audio, Inc.",473,History,https://samples.audible.com/bk/blak/002554/bk_blak_002554_sample.mp3,3.6,27,4.2,18,4.4,17,0,13.22,,
B07SGXW5QY,Creation Myths of Primitive America,Jeremiah Curtin,B001HD3H8G,Elaine Sepani,2019-05-30T16:46:00Z,2019-05-30,MuseumAudiobooks.com,605,History,https://samples.audible.com/bk/yurt/000719/bk_yurt_000719_sample.mp3,0.0,0,0.0,0,0.0,0,0,33.9,,
B00D8G01VG,Famous Greeks,"J. Rufus Fears,The Great Courses",",B06XPWVHFB",J. Rufus Fears,2013-07-08T07:00:00Z,2013-07-08,The Great Courses,742,History,https://samples.audible.com/bk/tcco/000097/bk_tcco_000097_sample.mp3,4.8,482,4.8,436,4.8,433,44,33.9,B00DJUK5GW,The Great Courses: Ancient History
B0053HAYIS,Alistair Cooke: Reporting America,Alistair Cooke,B001IO8EZK,Peter Marinker,2011-06-01T14:03:00Z,2011-06-01,BBC Audio,1111,History,https://samples.audible.com/bk/bbcw/004583/bk_bbcw_004583_sample.mp3,4.5,11,4.6,7,4.6,7,2,23.24,,
B00DDY90EM,Origins and Ideologies of the American Revolution,"Peter C. Mancall,The Great Courses",",B06XPWVHFB",Peter C. Mancall,2013-07-08T07:00:00Z,2013-07-08,The Great Courses,1475,History,https://samples.audible.com/bk/tcco/000214/bk_tcco_000214_sample.mp3,4.5,405,4.4,371,4.6,371,38,52.95,B00DN96TYG,The Great Courses: Modern History
B002V5BP4W,A History of Europe,J. M. Roberts,B000APPZN2,Frederick Davidson,2009-04-13T07:51:00Z,2009-04-13,"Blackstone Audio, Inc.",2288,History,https://samples.audible.com/bk/blak/003109/bk_blak_003109_sample.mp3,3.7,94,3.8,54,4.1,56,10,31.16,,
B002V1CHOS,Gray Fox,Burke Davis,B000AP9PDS,Christopher Hurt,2013-05-03T15:03:00Z,2013-05-03,"Blackstone Audio, Inc.",768,History,https://samples.audible.com/bk/blak/000213/bk_blak_000213_sample.mp3,4.7,133,4.5,123,4.7,121,13,17.9,,
1400170311,The American Dream,Jim Cullen,B000APPB2C,Steve Menasche,2019-05-14T07:00:00Z,2019-05-14,Tantor Audio,529,History,https://samples.audible.com/bk/tant/015907/bk_tant_015907_sample.mp3,3.8,6,3.6,5,3.8,5,0,17.19,,
B0758LTFB4,"Understanding Imperial China: Dynasties, Life, and Culture","The Great Courses,Andrew R. Wilson","B06XPWVHFB,",The Great Courses,2017-09-22T07:00:00Z,2017-09-22,The Great Courses,747,History,https://samples.audible.com/bk/tcco/000479/bk_tcco_000479_sample.mp3,4.5,517,4.6,431,4.6,428,41,33.9,B00DMOAB2I,The Great Courses: Civilization & Culture
B075K2XVPW,"Roman History, Volume 2",Dio Cassius,,Charlton Griffin,2017-10-24T16:01:00Z,2017-10-24,Audio Connoisseur,1663,History,https://samples.audible.com/bk/acon/000217/bk_acon_000217_sample.mp3,4.9,42,4.9,35,4.9,35,0,39.95,B09MR4Q3VG,Roman History
B00QJEPOZM,City of the Century,Donald L. Miller,B000APT96G,Johnny Heller,2014-12-04T14:19:00Z,2014-12-04,Recorded Books,1458,History,https://samples.audible.com/bk/reco/008228/bk_reco_008228_sample.mp3,4.4,106,4.6,93,4.4,94,6,30.09,,
B016YSVGB8,The Witches,Stacy Schiff,B000AQ4O2O,Eliza Foss,2015-10-29T08:00:00Z,2015-10-29,Orion Publishing Group,1095,History,https://samples.audible.com/bk/orio/000889/bk_orio_000889_sample.mp3,4.3,4,4.8,4,4.0,4,0,18.15,,
B002V9Z3YG,Lincoln at Gettysburg,Garry Wills,B000AQ8S94,Garry Wills,1999-12-16T01:01:00Z,1999-12-16,Phoenix Books,372,History,https://samples.audible.com/bk/dove/000535/bk_dove_000535_sample.mp3,4.1,174,4.2,105,4.4,108,9,16.47,,
B005VT4NBW,How the States Got Their Shapes,Mark Stein,B002BLQGV8,Brian Holsopple,2011-10-17T01:52:00Z,2011-10-17,HarperCollins,388,History,https://samples.audible.com/bk/acx0/000176/bk_acx0_000176_sample.mp3,3.4,73,3.5,60,3.6,60,11,14.81,,
B086LK8FDQ,The Decline and Fall of the Roman Empire,Edward Gibbon,,Alastair Cameron,2020-04-02T01:51:00Z,2020-04-02,Goffin Media,6483,History,https://samples.audible.com/bk/acx0/189229/bk_acx0_189229_sample.mp3,4.9,21,4.8,19,4.7,19,4,29.95,,
B00JDMPEUC,"The Decline and Fall of the Roman Empire, Volume IV",Edward Gibbon,B000APB6N0,David Timson,2014-04-02T17:43:00Z,2014-04-02,Naxos AudioBooks,1487,History,https://samples.audible.com/bk/naxo/001248/bk_naxo_001248_sample.mp3,4.7,38,4.8,31,4.5,32,3,44.51,B00HU7V3XO,The Decline and Fall of the Roman Empire
B01BH4LV5A,Penn Traffic Forever,Robert Jeschonek,B0037B7E2G,Arthur Flavell,2016-02-05T12:17:00Z,2016-02-05,Pie Press Publishing,444,History,https://samples.audible.com/bk/acx0/052856/bk_acx0_052856_sample.mp3,4.8,9,5.0,4,5.0,4,0,19.95,,
1405543612,The League of Wives,Heath Hardage Lee,B00HV4RB96,Heath Hardage Lee,2019-04-04T07:00:00Z,2019-04-04,"Little, Brown Audio",618,History,https://samples.audible.com/bk/twuk/002293/bk_twuk_002293_sample.mp3,0.0,0,0.0,0,0.0,0,0,21.8,,
B07DGJFG5Z,Lords of the Desert,James Barr,B001I9TXXW,Peter Noble,2018-08-09T07:00:00Z,2018-08-09,Simon & Schuster Audio UK,847,History,https://samples.audible.com/bk/ssuk/000117/bk_ssuk_000117_sample.mp3,4.5,21,4.8,18,4.5,17,1,26.61,,
B005OCX7IG,Scott’s Last Expedition,Robert Scott,,David Horovitch,2011-09-21T03:19:00Z,2011-09-21,CSA Word,433,History,https://samples.audible.com/bk/csaw/000224/bk_csaw_000224_sample.mp3,4.5,20,4.8,17,4.6,17,3,13.62,,
B073ZNFGKV,And Keep Moving On,Mark Grimsley,B001HMPM58,Michael Piotrasch,2017-07-19T11:39:00Z,2017-07-19,University Press Audiobooks,660,History,https://samples.audible.com/bk/acx0/091152/bk_acx0_091152_sample.mp3,4.7,17,4.7,16,4.8,16,1,24.95,,
B005DMQVIU,Bonnie Prince Charlie,Carolly Erickson,B000APMLDE,Steven Crossley,2011-07-21T01:42:00Z,2011-07-21,Recorded Books,672,History,https://samples.audible.com/bk/reco/004789/bk_reco_004789_sample.mp3,4.1,32,4.6,26,4.2,26,1,21.49,,
B00BF18IGG,The Queen and Di,Ingrid Seward,,Emily Gray,2013-02-27T21:58:00Z,2013-02-27,Audible Studios,560,Biographies & Memoirs,https://samples.audible.com/bk/adbl/008598/bk_adbl_008598_sample.mp3,4.4,141,4.5,122,4.3,125,20,24.95,,
B01DAH3OI4,Conceived in Liberty,Murray N. Rothbard,B000APQQQ2,Floy Lilley,2016-03-24T14:43:00Z,2016-03-24,Ludwig von Mises Institute,4821,History,https://samples.audible.com/bk/acx0/055782/bk_acx0_055782_sample.mp3,4.6,86,4.1,72,4.7,71,13,29.95,,
B00DOG83YC,Into the Silence,Wade Davis,B000APED2G,Enn Reitel,2013-07-05T07:00:00Z,2013-07-05,Audible Studios,1733,History,https://samples.audible.com/bk/adbl/013151/bk_adbl_013151_sample.mp3,4.9,7,4.9,7,4.7,7,0,32.73,,
B00BR3NE5W,The Gallant Cause,Mark Zuehlke,B001HO8UPA,Brian Holsopple,2013-03-22T08:00:00Z,2013-03-22,Audible Studios,637,History,https://samples.audible.com/bk/adbl/010586/bk_adbl_010586_sample.mp3,4.8,10,4.4,9,4.9,9,2,24.95,,
B00B879Y7E,"Shakespeare's Local: Six Centuries of History, One Pub",Pete Brown,B001PH3AN6,Cameron Stewart,2013-02-01T08:00:00Z,2013-02-01,Audible Studios,641,Business & Careers,https://samples.audible.com/bk/bbcw/006666/bk_bbcw_006666_sample.mp3,4.2,34,4.4,29,4.2,29,2,21.46,,
B0036IYMB6,The Modern Scholar,Professor Denis Judd,,Denis Judd,2008-09-22T05:48:00Z,2008-09-22,Recorded Books,436,History,https://samples.audible.com/bk/reco/002180/bk_reco_002180_sample.mp3,4.0,70,3.9,35,4.1,35,3,17.19,,
1782836829,At Close Range,Peter Hart,,Roger Davis,2020-05-07T07:00:00Z,2020-05-07,Profile Audio,998,History,https://samples.audible.com/bk/twuk/002661/bk_twuk_002661_sample.mp3,4.5,4,5.0,4,4.0,4,0,22.5,,
B002V0RL18,"A History of Britain, Volume 1",Simon Schama,B000AQ8WPO,Timothy West,2005-04-27T17:16:00Z,2005-04-27,Audible Studios,477,History,https://samples.audible.com/bk/bbcw/000398/bk_bbcw_000398_sample.mp3,4.4,62,4.7,25,4.5,26,8,21.33,,
166200009X,Land of Hope,Wilfred M. McClay,B001JSD5L8,Pete Cross,2020-04-21T07:00:00Z,2020-04-21,"Dreamscape Media, LLC",1218,History,https://samples.audible.com/bk/drms/006305/bk_drms_006305_sample.mp3,4.9,292,4.8,259,4.9,258,48,41.25,,
B002V014FM,The Teapot Dome Scandal,Laton McCartney,B001IZPKSI,William Hughes,2008-02-18T10:48:00Z,2008-02-18,"Blackstone Audio, Inc.",608,History,https://samples.audible.com/bk/blak/002522/bk_blak_002522_sample.mp3,4.2,135,4.4,88,4.4,90,15,16.96,,
B002V0Q5FQ,Unfinished People,Ruth Gay,,Anna Fields,2006-11-15T11:08:00Z,2006-11-15,"Blackstone Audio, Inc.",623,History,https://samples.audible.com/bk/blak/001916/bk_blak_001916_sample.mp3,4.6,76,4.5,58,4.7,56,8,15.8,,
B07MNH2T6M,The Philosophy Book,DK,B072JMLPDS,Jason Culp,2019-01-08T08:00:00Z,2019-01-08,Random House Audio,982,Politics & Social Sciences,https://samples.audible.com/bk/rand/006645/bk_rand_006645_sample.mp3,4.3,228,4.5,186,4.3,184,22,22.5,B0825BS1KF,Big Ideas Simply Explained
B00EJPRN48,Paris Reborn,Stephane Kirkland,B00E5PGRQW,Robert Blumenfeld,2013-10-01T07:00:00Z,2013-10-01,Audible Studios,533,History,https://samples.audible.com/bk/adbl/013921/bk_adbl_013921_sample.mp3,4.4,83,4.4,73,4.4,73,7,24.95,,
B00BBJHWMI,Irish History for Dummies,Mike Cronin,B001IQXET4,Patrick Moy,2013-02-06T21:07:00Z,2013-02-06,"John Wiley & Sons, Inc.",748,History,https://samples.audible.com/bk/acx0/004760/bk_acx0_004760_sample.mp3,4.5,315,4.7,284,4.5,275,28,19.49,,
1541446674,Five Points,Tyler Anbinder,B001IXO5FO,Joe Barrett,2018-11-27T08:00:00Z,2018-11-27,Tantor Audio,988,History,https://samples.audible.com/bk/tant/013661/bk_tant_013661_sample.mp3,4.4,120,4.4,99,4.5,99,10,21.49,,
B07JBKF2Q7,The British Army: The History and Legacy of the Army That Helped Establish the World’s Largest Empire,Charles River Editors,B006K1DIAW,Colin Fluxman,2018-10-23T21:07:00Z,2018-10-23,Charles River Editors,673,History,https://samples.audible.com/bk/acx0/130187/bk_acx0_130187_sample.mp3,4.2,12,4.5,10,4.4,10,4,24.95,,
B07L9D8SBG,A Concise History of Spain,"William Phillips Jr.,Carla Rahn Phillips",",B001JS7JHY",Luis Soto,2018-12-14T17:47:00Z,2018-12-14,Naxos AudioBooks,733,History,https://samples.audible.com/bk/naxo/001954/bk_naxo_001954_sample.mp3,4.3,61,4.4,49,4.3,48,3,24.18,,
B07JQCB1P4,Outside the Wire in Blue,"David R. Shearman,James Taman",",",Greg Douras,2018-11-01T16:58:00Z,2018-11-01,Beacon Audiobooks,670,Biographies & Memoirs,https://samples.audible.com/bk/acx0/131756/bk_acx0_131756_sample.mp3,4.6,8,4.4,7,5.0,7,1,24.95,,
B0036JPZDE,The Vertigo Years,Philipp Blom,B001K8AL00,Joel Richards,2010-01-07T15:25:00Z,2010-01-07,Audible Studios,929,History,https://samples.audible.com/bk/adbl/001573/bk_adbl_001573_sample.mp3,3.6,49,3.0,36,4.2,34,14,29.95,,
0593172221,Blaze of Light,Marcus Brotherton,B001JP0ZR8,Ray Porter,2020-03-24T07:00:00Z,2020-03-24,Random House Audio,505,History,https://samples.audible.com/bk/rand/007898/bk_rand_007898_sample.mp3,4.8,106,4.8,90,4.8,91,19,15.75,,
B002V5J4G8,Polio,David M. Oshinsky,B001HMQLWG,Jonathan Hogan,2007-05-15T14:47:00Z,2007-05-15,Recorded Books,877,History,https://samples.audible.com/bk/reco/001203/bk_reco_001203_sample.mp3,4.4,592,4.5,422,4.6,421,44,21.49,,
B00BMW03XO,Dog Tags,Ginger Cucolo,B005AU2FMG,Ginger Cucolo,2013-03-01T16:31:00Z,2013-03-01,Allen House Publishing,391,History,https://samples.audible.com/bk/acx0/005204/bk_acx0_005204_sample.mp3,2.0,1,1.0,1,2.0,1,0,17.99,,
B004JXSMCC,Strike from the Sea,Douglas Reeman,B001HCS06Q,David Rintoul,2011-01-20T02:08:00Z,2011-01-20,Audible Studios,525,Literature & Fiction,https://samples.audible.com/bk/bbcw/004236/bk_bbcw_004236_sample.mp3,4.4,40,4.6,33,4.3,32,6,21.49,,
B07G3H2PL7,Crash Course,Julie Whipple,,Heather Henderson,2018-08-02T20:25:00Z,2018-08-02,Post Hypnotic Press Inc.,482,History,https://samples.audible.com/bk/acx0/123752/bk_acx0_123752_sample.mp3,4.1,34,4.4,30,4.0,31,5,15.6,,
B01COQXZ4A,Churchill’s Ministry of Ungentlemanly Warfare,Giles Milton,B001HMMC4W,Jonathan Keeble,2016-06-30T07:00:00Z,2016-06-30,John Murray,738,History,https://samples.audible.com/bk/hodd/000934/bk_hodd_000934_sample.mp3,4.9,21,4.9,20,4.9,20,4,18.14,,
B00DEOVSNC,Origins of Great Ancient Civilizations,"Kenneth W. Harl,The Great Courses","B00J50BPWI,B06XPWVHFB",Kenneth W. Harl,2013-07-08T07:00:00Z,2013-07-08,The Great Courses,360,History,https://samples.audible.com/bk/tcco/000223/bk_tcco_000223_sample.mp3,4.5,783,4.6,680,4.5,677,48,14.95,B00DJUK5GW,The Great Courses: Ancient History
1977343813,Policing Saigon,Loren W. Christensen,B000APSJ1M,Peter Berkrot,2019-02-12T08:00:00Z,2019-02-12,Tantor Audio,542,History,https://samples.audible.com/bk/tant/014674/bk_tant_014674_sample.mp3,4.7,54,4.7,45,4.8,45,7,17.19,,
B01670F43E,A Noble Cause,Douglas Niles,,Brian O'Neill,2015-10-06T13:38:00Z,2015-10-06,Recorded Books,653,History,https://samples.audible.com/bk/reco/008954/bk_reco_008954_sample.mp3,4.4,12,4.3,12,4.7,12,4,21.49,,
B00GAYPQ40,The Society for Useful Knowledge,Jonathan Lyons,B001JPA938,Eric Jason Martin,2013-10-31T16:34:00Z,2013-10-31,Audible Studios for Bloomsbury,497,History,https://samples.audible.com/bk/adbl/015912/bk_adbl_015912_sample.mp3,3.2,9,3.0,8,3.5,8,0,24.95,,
B00S1YOWMY,The Military Adventures of Charles O'Neil,Charles O'Neil,B0034PURP6,Felbrigg Napoleon Herriot,2015-01-12T14:03:00Z,2015-01-12,FNH Audio,381,History,https://samples.audible.com/bk/fnha/000066/bk_fnha_000066_sample.mp3,3.5,4,4.0,3,3.7,3,1,7.63,,
B00A8PGUTM,Nero's Killing Machine,Stephen Dando-Collins,B001ILFLWW,Robert Fass,2012-11-17T19:24:00Z,2012-11-17,Audible Studios,769,History,https://samples.audible.com/bk/adbl/005317/bk_adbl_005317_sample.mp3,4.5,172,4.5,154,4.5,157,9,29.95,,
B00EZ5O9OO,The Indian Frontier: 1846-1890,Robert M. Utley,,Kenneth Lee,2013-09-04T23:33:00Z,2013-09-04,University Press Audiobooks,499,History,https://samples.audible.com/bk/acx0/010270/bk_acx0_010270_sample.mp3,4.3,35,4.1,31,4.3,31,3,19.95,,
B077XMY12H,The Road to Appomattox,Robert Hendrickson,B001ITVGMS,Nelson Runger,2017-12-05T14:16:00Z,2017-12-05,Recorded Books,543,History,https://samples.audible.com/bk/reco/010562/bk_reco_010562_sample.mp3,4.6,8,4.6,8,4.8,8,1,17.19,,
1977341004,Schaum’s Outline of Modern European History,Birdsall S. Viault,,Chris MacDonnell,2019-01-29T08:00:00Z,2019-01-29,Tantor Audio,1258,History,https://samples.audible.com/bk/tant/014546/bk_tant_014546_sample.mp3,4.5,2,4.5,2,4.5,2,1,21.49,,
B003D8YHO6,The Modern Scholar: A History of Venice,Prof. Thomas F. Madden,,Thomas F. Madden,2010-03-22T06:08:00Z,2010-03-22,Recorded Books,461,History,https://samples.audible.com/bk/reco/003737/bk_reco_003737_sample.mp3,4.3,201,4.4,137,4.5,137,14,17.19,,
B07D9QDT2S,Hitler's British Isles,Duncan Barrett,B0050OUL2I,Duncan Barrett,2018-06-14T07:00:00Z,2018-06-14,Simon & Schuster Audio UK,786,History,https://samples.audible.com/bk/ssuk/000114/bk_ssuk_000114_sample.mp3,0.0,0,0.0,0,0.0,0,0,26.61,,
B0719KN491,Hidden History,Donald Jeffries,B004T6NFAS,Lars Mikaelson,2017-05-18T10:33:00Z,2017-05-18,Brilliance Audio,1107,History,https://samples.audible.com/bk/brll/009065/bk_brll_009065_sample.mp3,4.5,364,4.6,321,4.5,318,49,25.0,,
