asin,title,author,author_asin,narrator,publication_datetime,release_date,publisher_name,length,category,mp3_excerpt,overall_rating,overall_num_ratings,performance_rating,performance_num_ratings,story_rating,story_num_ratings,num_reviews,price,series_asin,series_name
B0772XNQ6K,Office Affairs,Tessa Lovatt,,Jeannie Tirado,2017-11-21T08:00:00Z,2017-11-21,Hachette Audio,577,Romance,https://samples.audible.com/bk/hach/003564/bk_hach_003564_sample.mp3,0.0,0,0.0,0,0.0,0,0,19.49,,
B076MG375D,Wicked Torture,J. Kenner,B00TUBLRHA,Paula Hoffman,2017-11-14T08:00:00Z,2017-11-14,Audible Studios,485,Erotica,https://samples.audible.com/bk/adbl/030599/bk_adbl_030599_sample.mp3,4.5,90,4.5,82,4.5,82,2,19.95,B073PL6C2C,Stark World
B071FCMPCM,Jedediah Smith,Barton H. Barbour,B001JS9ANK,Douglas R Pratt,2017-05-24T11:40:00Z,2017-05-24,University Press Audiobooks,607,History,https://samples.audible.com/bk/acx0/087131/bk_acx0_087131_sample.mp3,4.3,470,4.1,402,4.4,401,43,24.95,,
B00R6PULB0,History's Greatest Voyages of Exploration,"Vejas Gabriel Liulevicius,The Great Courses","B001HD1ME2,B06XPWVHFB",Vejas Gabriel Liulevicius,2015-01-12T08:00:00Z,2015-01-12,The Great Courses,719,History,https://samples.audible.com/bk/tcco/000397/bk_tcco_000397_sample.mp3,4.6,1969,4.6,1740,4.6,1728,125,33.9,B00DMOAB2I,The Great Courses: Civilization & Culture
B00DDU2O4Y,Medieval Europe: Crisis and Renewal,"Teofilo F. Ruiz,The Great Courses",",B06XPWVHFB",Teofilo F. Ruiz,2013-07-08T07:00:00Z,2013-07-08,The Great Courses,716,History,https://samples.audible.com/bk/tcco/000201/bk_tcco_000201_sample.mp3,4.4,205,4.4,181,4.4,179,24,25.0,B00DN9ANOS,The Great Courses: Medieval History
B002VA9C8S,Breaking the Ring,John Barron,B000APHLMU,J. Charles,2009-11-01T05:32:11Z,2009-11-01,Brilliance Audio,473,History,https://samples.audible.com/bk/brll/001903/bk_brll_001903_sample.mp3,4.5,15,4.5,13,4.7,13,2,20.0,,
B01MT8LC1F,Medieval Europe,Chris Wickham,B001HCY6UA,Derek Perkins,2017-01-31T08:00:00Z,2017-01-31,"Blackstone Audio, Inc.",859,History,https://samples.audible.com/bk/blak/009610/bk_blak_009610_sample.mp3,4.2,1282,4.5,1119,4.2,1110,92,17.9,,
B07CC92YGF,"Great Jobs for Everyone 50 +, Updated Edition",Kerry Hannon,,Randye Kaye,2018-04-24T07:00:00Z,2018-04-24,Gildan Media,851,Business & Careers,https://samples.audible.com/bk/gdan/002857/bk_gdan_002857_sample.mp3,4.0,2,5.0,2,4.5,2,0,25.79,,
B073VRS33N,Leading with Vision,"Bonnie Hagemann,John Maketa,Simon Vetter","B00GU53DZI,B0054KM7KC,B07216L55T",Patricia Rodriguez,2017-07-20T07:00:00Z,2017-07-20,John Murray Business,433,Business & Careers,https://samples.audible.com/bk/hodd/001235/bk_hodd_001235_sample.mp3,3.6,5,3.6,5,3.6,5,1,14.52,,
B00769VW8M,"If You're Not First, You're Last",Grant Cardone,B0038X6X5W,Grant Cardone,2012-02-27T16:56:54Z,2012-02-27,Tantor Audio,467,Business & Careers,https://samples.audible.com/bk/tant/002384/bk_tant_002384_sample.mp3,4.8,5064,4.8,4419,4.7,4381,423,14.61,,
B00W354Y98,The Complete 101 Collection,John C. Maxwell,B001H6NROC,Sean Runnette,2015-05-08T15:13:00Z,2015-05-08,HarperCollins Leadership,1044,Business & Careers,https://samples.audible.com/bk/tnwd/000453/bk_tnwd_000453_sample.mp3,4.7,529,4.7,452,4.7,445,55,35.09,,
B00CYKEDTI,The Compromise Trap,Elizabeth Doty,B002NSBG8C,Donna Jenkins,2013-05-24T12:46:00Z,2013-05-24,Berrett-Koehler Publishers,479,Business & Careers,https://samples.audible.com/bk/acx0/005657/bk_acx0_005657_sample.mp3,3.0,1,3.0,1,3.0,1,0,18.5,,
B007CMDIJ4,Death's Master,Tanith Lee,,Susan Duerden,2012-03-06T19:13:56Z,2012-03-06,Audible Studios,1004,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/003643/bk_adbl_003643_sample.mp3,4.7,46,4.6,39,4.8,39,5,26.95,B007GORFWY,Tales From the Flat Earth
B00LV5AC3S,Rama II,Arthur C. Clarke,B000APF21M,Toby Longworth,2014-07-18T07:00:00Z,2014-07-18,Audible Studios ,921,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/016691/bk_adbl_016691_sample.mp3,4.1,54,4.7,50,3.9,50,6,33.9,B00N55S7IY,Rama
B07GT78PKG,Under Two Moons: Paradisi Chronicles,Louisa Locke,,Alexandra G Haag,2018-08-27T18:08:00Z,2018-08-27,Mary Lou Locke,502,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/126051/bk_acx0_126051_sample.mp3,2.5,4,3.3,3,3.3,3,1,19.95,B07F9JQQTW,Caelestis Series
1405544104,Changeless,Gail Carriger,B002BML6TE,Emily Gray,2019-03-14T08:00:00Z,2019-03-14,"Little, Brown Audio",633,Science Fiction & Fantasy,https://samples.audible.com/bk/twuk/002292/bk_twuk_002292_sample.mp3,4.7,3,5.0,3,4.0,3,0,21.76,B007149C20,The Parasol Protectorate
B00V7AZ7TQ,The Mind Parasites,Colin Wilson,B00HFW6KU0,Raphael Corkhill,2015-03-27T12:29:00Z,2015-03-27,Audible Studios,503,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/022954/bk_adbl_022954_sample.mp3,4.2,70,4.3,65,4.2,64,9,19.95,,
B01EYT2PIW,Dissidence,Ken MacLeod,B000APOBR8,Peter Kenny,2016-05-12T07:00:00Z,2016-05-12,"Little, Brown Audio",595,Science Fiction & Fantasy,https://samples.audible.com/bk/twuk/001147/bk_twuk_001147_sample.mp3,4.2,30,4.5,25,4.2,25,1,14.52,B01N1FT7TI,The Corporation Wars
B00BG9T9OM,The Labor Day Murder,Lee Harris,B000APLDXS,Dee Macalouso,2013-02-28T17:18:00Z,2013-02-28,Audible Studios,423,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/adbl/008146/bk_adbl_008146_sample.mp3,4.5,18,4.8,17,4.4,17,1,19.6,B00AN44DI8,Christine Bennett Mysteries
0062975366,Flight of the Nighthawks,Raymond E. Feist,B000AQU2EI,Peter Joyce,2020-06-02T07:00:00Z,2020-06-02,HarperAudio,870,Science Fiction & Fantasy,https://samples.audible.com/bk/harp/009937/bk_harp_009937_sample.mp3,4.7,333,4.7,307,4.7,307,10,26.99,B0D9HWCMMS,Riftwar Cycle [Publication Order]
B004WPJJOW,A Woman of Consequence,Anna Dean,B002RI5BCU,Anne Cater,2011-04-18T03:24:00Z,2011-04-18,Soundings,673,Literature & Fiction,https://samples.audible.com/bk/isis/001381/bk_isis_001381_sample.mp3,5.0,1,5.0,1,5.0,1,0,19.13,,
B012BQHG8O,Chased by Fire,D. K. Holmberg,B00DDB29RK,Nicholas Techosky,2015-07-24T10:43:00Z,2015-07-24,Audible Studios,533,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/024165/bk_adbl_024165_sample.mp3,4.3,282,4.4,244,4.3,246,15,19.95,B015NL535C,The Cloud Warrior Saga
B00893V7R0,Multireal,David Louis Edelman,B001JP42DG,Tom Dheere,2012-06-12T00:00:00Z,2012-06-12,Audible Studios,803,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/004115/bk_adbl_004115_sample.mp3,4.1,13,4.1,12,3.9,12,0,24.95,B00893V3WY,Jump 225 Trilogy
B008N1TY8M,The Prophet,Michael Koryta,B001IOFBB0,Robert Petkoff,2012-08-07T04:00:00Z,2012-08-07,Hachette Audio,709,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/hach/000989/bk_hach_000989_sample.mp3,4.2,434,4.4,393,4.2,394,37,24.95,,
B00GAAWG3I,The Valley of Fear,Arthur Conan Doyle,B000AQ43GQ,Michael Healy,2013-10-30T20:11:00Z,2013-10-30,"Blackstone Audio, Inc.",366,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/blak/005997/bk_blak_005997_sample.mp3,4.2,6,4.7,6,4.2,6,0,14.03,B08376S3R2,Sherlock Holmes
B004NEDDWG,The Trail to Buddha’s Mirror,Don Winslow,B00455VVTK,Joe Barrett,2011-02-14T00:38:00Z,2011-02-14,"Blackstone Audio, Inc.",722,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/blak/004203/bk_blak_004203_sample.mp3,4.2,1700,4.6,1489,4.1,1480,111,18.67,B07NSFD99M,The Neal Carey Mysteries
B07T3H73LJ,Death of a Bankster,David Bishop,B005W2FFY2,Tanya Eby,2019-06-14T19:17:00Z,2019-06-14,David Bishop,441,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/acx0/154778/bk_acx0_154778_sample.mp3,4.4,7,4.7,7,4.4,7,4,19.95,B07Q6KBYP9,Maddie Richards Mystery
B0084H80NK,The Burning Soul,John Connolly,B000APOEIY,Jeff Harding,2012-06-21T00:00:00Z,2012-06-21,Hodder & Stoughton,778,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/hodd/000359/bk_hodd_000359_sample.mp3,4.8,18,4.9,16,4.6,16,0,25.0,B00784X1WA,Charlie Parker
B009R8VMB2,The Low Road,Chris Womersley,B005OSJCIE,Dan Wyllie,2012-10-17T00:18:00Z,2012-10-17,Bolinda audio,521,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/boli/001447/bk_boli_001447_sample.mp3,3.4,5,3.8,5,2.5,4,0,19.49,,
1786895862,Man on Ice,Humphrey Hawksley,B000APO95M,Jeff Harding,2018-11-08T08:00:00Z,2018-11-08,Black Thorn,464,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/cnon/000713/bk_cnon_000713_sample.mp3,3.7,13,3.9,13,3.8,13,2,18.48,B09SBHQGC9,Rake Ozenna Thrillers
B00FFEOMHS,The Good Boy,Theresa Schwegel,B001IGHIIC,Luke Daniels,2013-11-05T08:00:00Z,2013-11-05,Macmillan Audio,733,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/aren/001687/bk_aren_001687_sample.mp3,3.6,14,3.3,12,3.8,12,2,20.24,,
B002UZJL0S,The Runaway Jury,John Grisham,B000AQ40M8,Frank Muller,2000-06-12T19:54:00Z,2000-06-12,Random House Audio,844,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/bant/000044/bk_bant_000044_sample.mp3,4.5,3062,4.7,2372,4.5,2363,171,20.68,,
B07HXX2Z79,Murder in the City,Supratim Sarkar,,Anindya Chakravort,2018-10-30T07:00:00Z,2018-10-30,Audible Studios,535,Biographies & Memoirs,https://samples.audible.com/bk/adbl/050693/bk_adbl_050693_sample.mp3,4.0,2,4.5,2,4.0,2,0,9.32,,
B07HP98CNV,Operation Devil Horns,"Michael Santini,Ray Bolger",",B07H5V8YDD",John McLain,2018-10-09T07:00:00Z,2018-10-09,Tantor Audio,496,Biographies & Memoirs,https://samples.audible.com/bk/tant/013122/bk_tant_013122_sample.mp3,4.4,208,4.4,177,4.4,177,19,17.19,,
B01727MGPU,Hunger Makes Me a Modern Girl,Carrie Brownstein,B00M2ZGPMS,Carrie Brownstein,2015-11-05T08:00:00Z,2015-11-05,"Little, Brown Audio",422,Biographies & Memoirs,https://samples.audible.com/bk/twuk/001034/bk_twuk_001034_sample.mp3,4.9,9,5.0,8,4.8,8,1,14.52,,
1982617519,Repeat Until Rich,Josh Axelrad,B002V32ELW,Josh Axelrad,2019-02-12T08:00:00Z,2019-02-12,"Blackstone Audio, Inc.",439,Biographies & Memoirs,https://samples.audible.com/bk/blak/013053/bk_blak_013053_sample.mp3,4.0,150,4.1,132,3.9,131,13,15.56,,
B0757356FV,One Call Away,Felice Stevens,B00MVNEDB6,Seth Clayton,2017-08-31T12:21:00Z,2017-08-31,Felice Stevens,655,LGBTQ+,https://samples.audible.com/bk/acx0/095081/bk_acx0_095081_sample.mp3,4.6,137,4.6,132,4.5,132,20,24.95,B07DDNTRRX,Soulmates Series 
B0117YOGHA,Waypoint 90,Simon Vincent,B00JE23PNY,Linda Kerr,2015-07-09T08:56:00Z,2015-07-09,simonvincent.com,417,Romance,https://samples.audible.com/bk/acx0/038961/bk_acx0_038961_sample.mp3,5.0,1,4.0,1,5.0,1,0,19.95,,
B071KLZ1JF,The Forbidden,Jodi Ellen Malpas,B00DJATUQS,Julie Garthan,2017-08-10T07:00:00Z,2017-08-10,Orion,711,Erotica,https://samples.audible.com/bk/orio/001171/bk_orio_001171_sample.mp3,4.0,10,4.1,10,4.0,10,1,24.73,,
1984843060,No Walls and the Recurring Dream,Ani DiFranco,B07LDT7TJG,Ani DiFranco,2019-05-07T07:00:00Z,2019-05-07,Penguin Audio,686,Biographies & Memoirs,https://samples.audible.com/bk/peng/004270/bk_peng_004270_sample.mp3,4.7,575,4.9,516,4.8,515,78,18.0,,
B078Y9YQN5,Confessions of a Basketball Junkie,Dirk Dunbar,,Dirk Dunbar,2018-01-15T14:41:00Z,2018-01-15,Author's Republic,563,Biographies & Memoirs,https://samples.audible.com/bk/acx0/105470/bk_acx0_105470_sample.mp3,5.0,1,4.0,1,5.0,1,1,19.95,,
B00UNODXNE,Beautiful Broken Rules,Kimberly Lauren,B00CS92X10,Eva Kantor,2015-04-07T07:00:00Z,2015-04-07,Brilliance Audio,532,Romance,https://samples.audible.com/bk/brll/006879/bk_brll_006879_sample.mp3,4.1,518,3.8,455,4.2,451,41,20.0,B00W4DSGNY,Broken (Lauren)
B07TDCBLZH,Cassidy,Irish Winters,B00H4OAFN2,Troy Duran,2019-06-21T14:17:00Z,2019-06-21,"Windy Days Press, Inc.",686,Romance,https://samples.audible.com/bk/acx0/155551/bk_acx0_155551_sample.mp3,4.8,19,4.8,18,4.8,17,3,24.95,B01FKUSZHO,In the Company of Snipers
B017XXELII,One Step Away,Sherryl Woods,B000APBTNC,Christina Traister,2015-11-24T08:00:00Z,2015-11-24,Brilliance Audio,374,Romance,https://samples.audible.com/bk/brll/007626/bk_brll_007626_sample.mp3,4.4,199,4.4,172,4.4,173,8,20.0,,
B01H0G6TOM,The Return,Hisham Matar,B0052EHHP0,Hisham Matar,2016-06-30T07:00:00Z,2016-06-30,Penguin Audio,528,Biographies & Memoirs,https://samples.audible.com/bk/pauk/000783/bk_pauk_000783_sample.mp3,4.4,14,4.6,12,4.5,12,1,14.52,,
B01AH8NHJU,Sarah's Child,Linda Howard,B000AQ75MK,Amy Landon,2016-01-19T08:00:00Z,2016-01-19,"Dreamscape Media, LLC",413,Romance,https://samples.audible.com/bk/drms/000788/bk_drms_000788_sample.mp3,4.2,276,4.3,248,4.2,250,23,20.0,B0DJBZHJPW,Spencer-Nyle Co
B01MR4AWE5,In Shining Whatever,Carolyn Brown,B000APIBQK,Brittany Pressley,2017-01-10T15:42:00Z,2017-01-10,Brilliance Audio,404,Romance,https://samples.audible.com/bk/brll/008714/bk_brll_008714_sample.mp3,4.5,733,4.7,623,4.5,622,25,20.0,B01N4MSWH4,Three Magic Words
B00YT8A8KG,Smitten,Maris Black,B00EGVF7W0,Chris Patton,2015-08-18T07:00:00Z,2015-08-18,Audible Studios,575,Erotica,https://samples.audible.com/bk/adbl/023701/bk_adbl_023701_sample.mp3,4.5,419,4.6,398,4.4,397,23,,B010X8A4JU,SSU
B00MV4YCDE,In Your Dreams,Kristan Higgins,B001ILFNIY,Amy Rubinate,2014-09-30T07:00:00Z,2014-09-30,Recorded Books,764,Romance,https://samples.audible.com/bk/reco/008033/bk_reco_008033_sample.mp3,4.5,1558,4.6,1443,4.5,1439,72,21.49,B00FZ08UWU,Blue Heron
B07LBZRMDC,Nightchaser,Amanda Bouchet,B01B5ZZB7A,Susan Bennett,2019-01-01T08:00:00Z,2019-01-01,Recorded Books,705,Romance,https://samples.audible.com/bk/reco/012712/bk_reco_012712_sample.mp3,4.3,179,4.5,162,4.3,162,18,21.49,B07ZQBG251,Endeavor
B009F1EPYW,Honest: My Story So Far,Tulisa Contostavlos,B00DID7ZCW,Lucy Brown,2012-09-27T00:00:00Z,2012-09-27,Headline Digital,455,Biographies & Memoirs,https://samples.audible.com/bk/head/000178/bk_head_000178_sample.mp3,5.0,4,4.8,4,5.0,4,0,15.25,,
B00E3G3U36,To Destroy You Is No Loss,Joan Criddle,,Christina Moore,2013-07-23T13:55:00Z,2013-07-23,Recorded Books,699,Biographies & Memoirs,https://samples.audible.com/bk/reco/007054/bk_reco_007054_sample.mp3,4.8,50,4.8,44,5.0,44,9,21.49,,
B003WRGDMW,Holding the Light,Gloria Cook,B00MC5A204,Patricia Gallimore,2010-07-22T16:07:00Z,2010-07-22,ISIS Audio Books,590,Literature & Fiction,https://samples.audible.com/bk/isis/001220/bk_isis_001220_sample.mp3,0.0,0,0.0,0,0.0,0,0,17.01,B019X16G8G,Meryen
B00D9D3URU,Godfather of Night,"Kevin Pappas,Stephan Talty","B002BMMY8G,",Brian Troxell,2013-07-17T07:00:00Z,2013-07-17,Audible Studios,512,Biographies & Memoirs,https://samples.audible.com/bk/adbl/010135/bk_adbl_010135_sample.mp3,4.4,27,4.6,26,4.3,26,4,19.95,,
B00HVLQUFA,Cider Brook,Carla Neggers,B000APGZAO,Susan Boyce,2014-01-28T08:00:00Z,2014-01-28,"Blackstone Audio, Inc.",621,Romance,https://samples.audible.com/bk/blak/006316/bk_blak_006316_sample.mp3,4.3,85,4.5,72,4.3,70,2,17.9,B00S8PGMJ2,Swift River Valley
B00G6V0458,Kinked,Thea Harrison,B004Q1UWAM,Sophie Eastlake,2013-11-05T08:00:00Z,2013-11-05,Tantor Audio,638,Erotica,https://samples.audible.com/bk/tant/003372/bk_tant_003372_sample.mp3,4.6,2259,4.7,2090,4.6,2090,69,15.47,B007FUCFEC,Elder Races
B003WRBEZI,Exclusively Yours,Shannon Stacey,B001JS3DFG,Lauren Fortgang,2010-07-22T15:04:00Z,2010-07-22,Carina Press,462,Romance,https://samples.audible.com/bk/harl/000487/bk_harl_000487_sample.mp3,4.1,1429,4.3,1162,4.1,1163,71,17.95,B009D2O08E,The Kowalskis
1977339328,Mister Romance,Leisa Rayven,B00MDA7RPG,Andi Arndt,2019-01-30T08:00:00Z,2019-01-30,Tantor Audio,638,Romance,https://samples.audible.com/bk/tant/014663/bk_tant_014663_sample.mp3,4.6,419,4.8,391,4.6,388,54,21.49,B07N45G517,Masters of Love Series
B0036G95D8,Badass,Ben Thompson,B001KHD0YU,L. J. Ganser,2009-11-10T14:54:00Z,2009-11-10,Audible Studios,503,History,https://samples.audible.com/bk/adbl/001503/bk_adbl_001503_sample.mp3,3.8,373,4.1,194,4.0,196,37,24.95,,
B002V9Z63E,Intrepid,"Bill White,Robert Gandt","B001P87T4G,B000APS3Q8",Tom Weiner,2008-10-03T14:37:00Z,2008-10-03,"Blackstone Audio, Inc.",559,History,https://samples.audible.com/bk/blak/002789/bk_blak_002789_sample.mp3,4.2,94,4.3,42,4.3,43,3,15.83,,
B0080JBM5A,Hinduism,Klaus K. Klostermaier,,Deidre Rubenstein,2012-05-08T19:12:00Z,2012-05-08,Bolinda audio,478,History,https://samples.audible.com/bk/boli/001202/bk_boli_001202_sample.mp3,4.0,16,4.2,12,4.0,13,0,19.49,,
B0733W82NL,Last Man Standing,Dick Camp,B003DQH772,P. J. Ochlan,2017-07-04T07:00:00Z,2017-07-04,Tantor Audio,504,History,https://samples.audible.com/bk/tant/007960/bk_tant_007960_sample.mp3,4.6,48,4.6,39,4.7,39,0,15.47,,
B075VC93Y1,The New Wild West,Blaire Briody,B074PNK5ZJ,Julie McKay,2017-09-25T11:56:00Z,2017-09-25,Brilliance Audio,692,History,https://samples.audible.com/bk/brll/009568/bk_brll_009568_sample.mp3,3.9,19,3.9,15,3.9,15,2,25.0,,
B00DI952QC,The Development of European Civilization,"Kenneth R. Bartlett,The Great Courses",",B06XPWVHFB",Kenneth R. Bartlett,2013-07-08T07:00:00Z,2013-07-08,The Great Courses,1472,History,https://samples.audible.com/bk/tcco/000290/bk_tcco_000290_sample.mp3,4.6,424,4.7,386,4.7,387,34,38.0,B00DMOAB2I,The Great Courses: Civilization & Culture
B01N1STJI8,A History of British India,"The Great Courses,Hayden J. Bellenoit","B06XPWVHFB,",Hayden J. Bellenoit,2017-01-06T08:00:00Z,2017-01-06,The Great Courses,731,History,https://samples.audible.com/bk/tcco/000459/bk_tcco_000459_sample.mp3,4.3,322,4.3,290,4.4,289,38,33.9,B00DN96TYG,The Great Courses: Modern History
B00HEMF4CQ,Bravo Two Zero - 20th Anniversary Edition,Andy McNab,B000AP6Y7S,Paul Thornley,2014-01-09T08:00:00Z,2014-01-09,Penguin Audio,948,History,https://samples.audible.com/bk/rhuk/001671/bk_rhuk_001671_sample.mp3,4.7,548,4.7,497,4.8,500,29,20.33,,
B00PKHSGKO,Desert Lawmen,Larry D. Ball,B001KMUJHQ,Scott Carrico,2014-11-14T15:00:00Z,2014-11-14,University Press Audiobooks,728,History,https://samples.audible.com/bk/acx0/026111/bk_acx0_026111_sample.mp3,3.4,9,3.6,7,2.9,8,3,24.95,,
B00WIQBFBW,I Never Knew That About New York,Christopher Winn,B001H6NP0I,Tim Bentinck,2015-05-12T07:00:00Z,2015-05-12,Audible Studios,631,Travel & Tourism,https://samples.audible.com/bk/adbl/023016/bk_adbl_023016_sample.mp3,4.2,17,4.2,17,4.2,17,1,,,
B00HSOZ4XO,A Brief History of the Normans,"Francois Neveux,Howard Curtis",",",Jonathan Keeble,2014-01-14T08:00:00Z,2014-01-14,Audible Studios,470,History,https://samples.audible.com/bk/adbl/016140/bk_adbl_016140_sample.mp3,4.2,30,4.5,28,4.4,28,2,18.59,,
B07FB2PWRW,The Startup Bible: 4 Books in 1,Patrick Kelley,,Sean Posvistak,2018-07-09T23:10:00Z,2018-07-09,Patrick Kelley,445,Business & Careers,https://samples.audible.com/bk/acx0/121179/bk_acx0_121179_sample.mp3,3.7,10,4.2,9,3.7,9,5,19.95,,
B006BAJJM8,The Performance Pipeline,Stephen Drotter,,Jim Manchester,2011-11-22T10:02:00Z,2011-11-22,"Blackstone Audio, Inc.",428,Business & Careers,https://samples.audible.com/bk/bbca/000812/bk_bbca_000812_sample.mp3,4.1,53,4.3,39,4.1,39,2,13.6,,
B06VTJNXN2,Family Law AudioLearn,AudioLearn Content Team,,Terry Rose,2017-02-14T12:01:00Z,2017-02-14,AudioLearn,674,Business & Careers,https://samples.audible.com/bk/acx0/080130/bk_acx0_080130_sample.mp3,4.1,30,4.1,27,4.0,27,10,24.95,,
1469069784,"Essentials of Inventory Management, Third Edition",Max Muller,B001KHPZWA,Kyle Tait,2019-02-12T08:00:00Z,2019-02-12,"Gildan Media, LLC",540,Business & Careers,https://samples.audible.com/bk/gdan/003125/bk_gdan_003125_sample.mp3,4.4,25,4.4,22,4.2,21,2,17.19,,
1250754119,#ENTRYLEVELBOSS,Alexa Shoen,B084D2DMSX,Alexa Shoen,2020-05-12T07:00:00Z,2020-05-12,Macmillan Audio,376,Business & Careers,https://samples.audible.com/bk/aren/004512/bk_aren_004512_sample.mp3,4.8,53,4.8,40,4.8,40,5,14.99,,
B07MXQM929,Commercial to Residential Conversions,Mark Stokes,,Jay Britton,2019-01-23T17:29:00Z,2019-01-23,Sustainomics Limited,565,Money & Finance,https://samples.audible.com/bk/acx0/140366/bk_acx0_140366_sample.mp3,1.0,1,1.0,1,1.0,1,1,19.95,,
1472968700,The Battle for Sky,Christopher Williams,,Peter Noble,2019-06-27T07:00:00Z,2019-06-27,Audible Studios for Bloomsbury,587,Business & Careers,https://samples.audible.com/bk/adbl/051227/bk_adbl_051227_sample.mp3,4.0,5,4.8,4,4.3,4,0,16.35,,
B07DK2443Z,The Soul of a Trainer,Thomas Plummer,,Thomas Plummer,2018-06-08T23:13:00Z,2018-06-08,On Target Publications,419,Sports & Outdoors,https://samples.audible.com/bk/acx0/118092/bk_acx0_118092_sample.mp3,4.8,36,4.5,32,4.6,31,6,19.95,,
B003VPJZRA,Zig Ziglar’s Leadership & Success Series,"Made for Success,Zig Ziglar",",B000AP7VIY",Zig Ziglar,2010-07-15T04:56:00Z,2010-07-15,"Blackstone Audio, Inc.",451,Business & Careers,https://samples.audible.com/bk/blak/003867/bk_blak_003867_sample.mp3,4.6,515,4.6,413,4.6,420,34,23.36,,
B06WWKVSGD,Immigration Law AudioLearn,AudioLearn Content Team,,Terry Rose,2017-03-01T09:26:00Z,2017-03-01,AudioLearn,767,Business & Careers,https://samples.audible.com/bk/acx0/080997/bk_acx0_080997_sample.mp3,4.6,25,4.5,21,4.4,20,2,24.95,,
B00E65KYGK,Guide to Decision Making,Helga Drummond,,Karen Cass,2013-08-16T07:00:00Z,2013-08-16,Audible Studios,448,Money & Finance,https://samples.audible.com/bk/adbl/013000/bk_adbl_013000_sample.mp3,4.1,50,4.2,42,4.2,44,7,15.48,B00HS4OAPM,The Economist
B01HDZWM64,Fearless Leadership,Carey D. Lohrenz,B00ND9XJRG,Carey D. Lohrenz,2016-06-22T15:03:00Z,2016-06-22,Carey D. Lohrenz,501,Business & Careers,https://samples.audible.com/bk/acx0/061918/bk_acx0_061918_sample.mp3,4.7,136,4.8,122,4.8,119,19,19.95,,
B01ND495VW,How to Build a Billion Dollar App,George Berkowski,B00LUR8B9E,Christopher Ragland,2017-04-06T07:00:00Z,2017-04-06,"Little, Brown Audio",725,Business & Careers,https://samples.audible.com/bk/twuk/001278/bk_twuk_001278_sample.mp3,4.6,387,4.7,328,4.6,327,48,24.73,,
B015NL50YQ,Derelict for Trade,"Andre Norton,Sherwood Smith","B000APZD0M,B000AQ02J8",Steven Menasche,2015-10-06T12:19:00Z,2015-10-06,Audible Studios,607,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/024212/bk_adbl_024212_sample.mp3,4.5,20,4.7,16,4.6,16,1,24.95,B015NL4XMG,Solar Queen
B00BHQ2M4I,The Sorcerers' Plague,David B. Coe,B000APWCD8,Michael Page,2013-02-26T15:22:00Z,2013-02-26,Audible Studios,872,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/007957/bk_adbl_007957_sample.mp3,3.9,17,4.2,13,4.2,13,0,24.95,B00BJQ5W34,Blood of the Southlands
B00O83SH50,Fireships,David Drake,B000AP8T1C,Ray Porter,2014-10-17T12:13:00Z,2014-10-17,Audible Studios,596,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/019756/bk_adbl_019756_sample.mp3,4.5,15,4.7,14,4.6,14,0,19.95,B00O83SEP8,Reaches
B01673503K,A Mind for Trade,"Andre Norton,Sherwood Smith","B000APZD0M,B000AQ02J8",Steve Menasche,2015-10-07T14:49:00Z,2015-10-07,Audible Studios,557,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/024213/bk_adbl_024213_sample.mp3,4.2,22,4.1,19,4.4,19,1,19.95,,
B00J488YHA,Moonstar,David Gerrold,B000AQ1PQM,Coleen Marlo,2014-03-21T08:13:00Z,2014-03-21,Audible Studios,373,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/017845/bk_adbl_017845_sample.mp3,2.9,9,3.8,9,2.9,9,3,19.95,,
B078HFTG24,The Fatalist,Campbell McConachie,,Neil Pigot,2018-02-15T08:00:00Z,2018-02-15,Hachette Australia,774,Biographies & Memoirs,https://samples.audible.com/bk/haau/000052/bk_haau_000052_sample.mp3,3.5,6,3.8,4,3.6,5,1,25.0,,
B07QTB169B,Hit the Road Jack,Willow Rose,B004X2WHBQ,Adam Verner,2019-04-18T12:41:00Z,2019-04-18,Buoy Media,430,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/acx0/148449/bk_acx0_148449_sample.mp3,4.2,81,4.1,72,4.3,72,17,,B07VNBP48F,Jack Ryder
